"","mRNA","logFC","FDR","Delta","Tumor","Normal","start","end","diff_exp","gene"
"ENSG00000203601","ENSG00000203601",-6.27884445818529,0.00214698531446131,-50.8287408519762,8.09523809523809,0,168903905,169087005,"DOWN","LINC00970"
"ENSG00000286928","ENSG00000286928",-4.98111878363271,0.00406760739847147,-52.6575414269744,10.5714285714286,0.25,66327349,66335138,"DOWN","ENSG00000286928"
"ENSG00000227269","ENSG00000227269",-6.01608039022991,0.00402248041061887,-53.2852834563221,8.85714285714286,0,99183373,99184891,"DOWN","ENSG00000227269"
"ENSG00000287887","ENSG00000287887",-6.2833158421015,0.0021033294469177,-54.7546094811702,8.71428571428571,0,24747658,24755201,"DOWN","ENSG00000287887"
"ENSG00000287215","ENSG00000287215",-6.22829871686567,0.00244545179955739,-55.1649314922388,8.85714285714286,0,52195836,52265919,"DOWN","LOC105377209"
"ENSG00000257501","ENSG00000257501",-4.95589328155511,0.00323643584092667,-56.1667905242912,11.3333333333333,0.25,97713412,97761859,"DOWN","ENSG00000257501"
"ENSG00000239402","ENSG00000239402",-4.39733220820498,0.00595450786223878,-56.3277316193876,12.8095238095238,0.5,130429827,130441413,"DOWN","ENSG00000239402"
"ENSG00000242207","ENSG00000242207",-4.17886857987522,0.00653160009716667,-56.9122101830626,13.6190476190476,0.75,48628675,48634932,"DOWN","HOXB-AS4"
"ENSG00000283413","ENSG00000283413",-4.50103416575505,0.00417221578029517,-58.5134441548157,13,0.5,159484130,159511687,"DOWN","ENSG00000283413"
"ENSG00000259946","ENSG00000259946",-6.25704859068188,0.00231290549920073,-60.7827577380525,9.71428571428571,0,97967005,97968814,"DOWN","ENSG00000259946"
"ENSG00000198183","ENSG00000198183",-6.42402597763469,0.00151695442485109,-62.098917783802,9.66666666666667,0,33235995,33243311,"DOWN","BPIFA1"
"ENSG00000235830","ENSG00000235830",-4.9849948456555,0.00413763479165497,-62.1937452172258,12.4761904761905,0.25,9249742,9257507,"DOWN","SRGAP3-AS4"
"ENSG00000286033","ENSG00000286033",-5.17392185959782,0.00233190218194125,-62.5798167779927,12.0952380952381,0.25,8762386,8836565,"DOWN","ENSG00000286033"
"ENSG00000126233","ENSG00000126233",-6.36173328663083,0.00177885292464477,-62.708513825361,9.85714285714286,0,142740949,142742406,"DOWN","SLURP1"
"ENSG00000258742","ENSG00000258742",-6.40428490715717,0.00160354299902544,-63.1279512276921,9.85714285714286,0,92886352,92893508,"DOWN","LINC02833"
"ENSG00000250968","ENSG00000250968",-5.01145134170981,0.00390794905720696,-65.1488674422276,13,0.25,170742469,170743718,"DOWN","LINC02382"
"ENSG00000236744","ENSG00000236744",-6.23275101013419,0.00248481474401608,-65.2954867728343,10.4761904761905,0,55247755,55597233,"DOWN","ENSG00000236744"
"ENSG00000251381","ENSG00000251381",-4.16523754555463,0.00603889472872336,-65.4537328587157,15.7142857142857,0.75,12961541,12989597,"DOWN","LINC00958"
"ENSG00000229609","ENSG00000229609",-5.26117075202316,0.00209946350947013,-66.1404323111483,12.5714285714286,0.25,27373348,27374366,"DOWN","ENSG00000229609"
"ENSG00000130711","ENSG00000130711",-4.27342891167059,0.00555273396186546,-67.7643727422051,15.8571428571429,0.75,130664594,130682986,"DOWN","PRDM12"
"ENSG00000237337","ENSG00000237337",-4.95880980525482,0.003321539500871,-67.7704006718159,13.6666666666667,0.25,50174306,50175868,"DOWN","ENSG00000237337"
"ENSG00000267746","ENSG00000267746",-4.14010279934146,0.00824001979847299,-68.6074178176584,16.5714285714286,0.75,34222965,34224761,"DOWN","ENSG00000267746"
"ENSG00000285694","ENSG00000285694",-4.01817527303194,0.0084238243385075,-69.0743463602158,17.1904761904762,0.75,4449392,4468181,"DOWN","ENSG00000285694"
"ENSG00000150201","ENSG00000150201",-4.21135612208619,0.00828147230353633,-69.5876463982813,16.5238095238095,0.75,43371636,43376335,"DOWN","FXYD4"
"ENSG00000233415","ENSG00000233415",-4.12348611311026,0.00929398498605137,-69.7065509597211,16.9047619047619,0.75,40031585,40043889,"DOWN","ENSG00000233415"
"ENSG00000128710","ENSG00000128710",-4.68621420254442,0.00307265841680331,-70.0700599809023,14.952380952381,0.5,176108790,176119937,"DOWN","HOXD10"
"ENSG00000259534","ENSG00000259534",-4.75849765342926,0.00637663431890625,-70.9242745487314,14.9047619047619,0.25,96448842,96449749,"DOWN","ENSG00000259534"
"ENSG00000250244","ENSG00000250244",-5.24082576740151,0.00224798355704543,-71.874181952935,13.7142857142857,0.25,133256492,133275977,"DOWN","LOC124901067"
"ENSG00000253300","ENSG00000253300",-6.69525144059784,0.000774108725698474,-72.0536583607196,10.7619047619048,0,20655184,20700152,"DOWN","ENSG00000253300"
"ENSG00000117148","ENSG00000117148",-5.30429966488949,0.000624872266630435,-72.2395097218282,13.6190476190476,0.5,17755333,17827063,"DOWN","ACTL8"
"ENSG00000278012","ENSG00000278012",-4.2550835999196,0.00358214538833244,-72.944290284336,17.1428571428571,0.75,31970181,31970831,"DOWN","ENSG00000278012"
"ENSG00000258910","ENSG00000258910",-4.01533702376457,0.00654373469491356,-73.0408925275269,18.1904761904762,1,118766965,118835110,"DOWN","ENSG00000258910"
"ENSG00000260232","ENSG00000260232",-4.54878120157142,0.00399416446845847,-73.4303251110815,16.1428571428571,0.5,23912411,24090821,"DOWN","ENSG00000260232"
"ENSG00000186895","ENSG00000186895",-3.62760427689066,0.0093090260412111,-74.4522592066607,20.5238095238095,1.75,69809968,69819416,"DOWN","FGF3"
"ENSG00000256757","ENSG00000256757",-3.87119706859326,0.00895688991727601,-75.3961714787925,19.4761904761905,1,113405321,113412117,"DOWN","ENSG00000256757"
"ENSG00000278716","ENSG00000278716",-4.15826452562587,0.00545514715653095,-77.0269000223079,18.5238095238095,1,85489813,85490831,"DOWN","ENSG00000278716"
"ENSG00000204044","ENSG00000204044",-3.90480561227464,0.00718139320597383,-80.3274297382211,20.5714285714286,1.25,46013500,46022073,"DOWN","SLC12A5-AS1"
"ENSG00000164651","ENSG00000164651",-5.39720054313242,0.00120546533420757,-81.9860463456782,15.1904761904762,0.25,20782279,20786886,"DOWN","SP8"
"ENSG00000101958","ENSG00000101958",-4.76168330449817,0.00391185024576212,-85.2568058329197,17.9047619047619,0.5,14529298,14731812,"DOWN","GLRA2"
"ENSG00000255267","ENSG00000255267",-4.18338044907492,0.00813666374221275,-86.0581120952556,20.5714285714286,0.75,45371397,45388511,"DOWN","LINC02687"
"ENSG00000112539","ENSG00000112539",-4.17059278785169,0.00494114704164297,-86.192250948935,20.6666666666667,1,165279664,165309605,"DOWN","C6orf118"
"ENSG00000255406","ENSG00000255406",-3.59245061709217,0.0094301376500222,-87.0741601952341,24.2380952380952,2,134008215,134030167,"DOWN","LINC02730"
"ENSG00000261949","ENSG00000261949",-4.39213104200764,0.00302422218233556,-87.4243226456759,19.9047619047619,1,49423749,49428987,"DOWN","GFY"
"ENSG00000134538","ENSG00000134538",-5.34198814340513,0.00130087795664059,-88.5243749478564,16.5714285714286,0.25,21131194,21239796,"DOWN","SLCO1B1"
"ENSG00000261296","ENSG00000261296",-5.27257567695779,0.00156941041519208,-89.1316364438102,16.9047619047619,0.25,62274163,62278365,"DOWN","ENSG00000261296"
"ENSG00000150361","ENSG00000150361",-4.11616096191078,0.00872116025448736,-89.5755028377726,21.7619047619048,0.75,69700594,70108493,"DOWN","KLHL1"
"ENSG00000257568","ENSG00000257568",-6.61596960916877,0.000943751073082156,-89.7881589815761,13.5714285714286,0,62482349,62484932,"DOWN","MON2-AS1"
"ENSG00000260284","ENSG00000260284",-3.68588997250809,0.00773311444784021,-90.7431007517467,24.6190476190476,2.25,1286351,1288837,"DOWN","TPSP2"
"ENSG00000287048","ENSG00000287048",-5.43167588324682,0.00140226987772696,-92.5971412477315,17.047619047619,0.25,156788731,156865701,"DOWN","ENSG00000287048"
"ENSG00000172238","ENSG00000172238",-4.09749154313722,0.00312303057039803,-93.0715936226883,22.7142857142857,1.5,93828753,93830964,"DOWN","ATOH1"
"ENSG00000233932","ENSG00000233932",-4.50795140673079,0.00318707322410163,-95.0963082467495,21.0952380952381,0.75,48178122,48203758,"DOWN","CTXN2"
"ENSG00000250084","ENSG00000250084",-4.85704945397002,0.00433370801603704,-96.6784129409271,19.9047619047619,0.25,52448587,52451138,"DOWN","LOC107987327"
"ENSG00000230173","ENSG00000230173",-6.68811012439161,0.000803460574470406,-96.818356086431,14.4761904761905,0,194730595,194761435,"DOWN","LINC01790"
"ENSG00000268654","ENSG00000268654",-4.90342282515611,0.002296321421063,-96.9009748780851,19.7619047619048,0.5,56840866,56848556,"DOWN","MIMT1"
"ENSG00000231720","ENSG00000231720",-6.96994789558692,0.000388199093937128,-97.5792705382169,14,0,167237508,167240480,"DOWN","ENSG00000231720"
"ENSG00000223770","ENSG00000223770",-5.54652655791721,0.000779546487219933,-98.2527561688192,17.7142857142857,0.25,82009177,82029955,"DOWN","CACNA2D1-AS1"
"ENSG00000230525","ENSG00000230525",-4.2254871781039,0.00532262080324817,-98.795914497572,23.3809523809524,1,66904436,66971462,"DOWN","LINC01799"
"ENSG00000253286","ENSG00000253286",-4.1562506768261,0.00482394134454555,-99.5520995449299,23.952380952381,1.25,123614219,123667248,"DOWN","ENSG00000253286"
"ENSG00000231156","ENSG00000231156",-4.21059382535456,0.00378298632122575,-99.8512250012653,23.7142857142857,1.25,45013214,45013668,"DOWN","ENSG00000231156"
"ENSG00000284797","ENSG00000284797",-4.0382120477759,0.00326909188862788,-100.955301194398,25,2.5,18249950,18255419,"DOWN","CIST1"
"ENSG00000244280","ENSG00000244280",-4.0755891008447,0.0044189435224261,-103.636408564337,25.4285714285714,1.25,232385750,232387457,"DOWN","ENSG00000244280"
"ENSG00000227634","ENSG00000227634",-3.87560289548175,0.00596639316315353,-105.010383215672,27.0952380952381,1.75,8201518,8215210,"DOWN","LINC01714"
"ENSG00000266521","ENSG00000266521",-4.42981752108986,0.00207313069134634,-105.049958357274,23.7142857142857,1,31496645,31497195,"DOWN","ENSG00000266521"
"ENSG00000256925","ENSG00000256925",-4.6635623482886,0.00181254928128861,-105.485338830337,22.6190476190476,0.75,133083073,133088491,"DOWN","ENSG00000256925"
"ENSG00000286749","ENSG00000286749",-6.98930116502438,0.00037038321636616,-108.83340385538,15.5714285714286,0,152374998,152726160,"DOWN","ENSG00000286749"
"ENSG00000227418","ENSG00000227418",-6.8286448831014,0.000566314571110123,-109.258318129622,16,0,192749845,192776899,"DOWN","PCGEM1"
"ENSG00000214691","ENSG00000214691",-4.62174846317097,0.00200586702309891,-110.041630075499,23.8095238095238,0.75,41860155,41894050,"DOWN","LINC01913"
"ENSG00000205293","ENSG00000205293",-5.07222688338456,0.00100527052112886,-110.622852980482,21.8095238095238,0.5,57855500,57984126,"DOWN","LINC01602"
"ENSG00000285593","ENSG00000285593",-4.07092077470884,0.00560228480411196,-113.985781691848,28,1.5,6373833,6375080,"DOWN","ENSG00000285593"
"ENSG00000250846","ENSG00000250846",-3.71205098041718,0.00614648854869128,-116.66445938454,31.4285714285714,2.25,65669961,65698029,"DOWN","EPHA5-AS1"
"ENSG00000164434","ENSG00000164434",-3.56892201266846,0.00798042331858767,-119.303964423488,33.4285714285714,3.25,122779716,122784074,"DOWN","FABP7"
"ENSG00000282097","ENSG00000282097",-4.54170529524485,0.00225981861527385,-121.328412887255,26.7142857142857,1,234709383,234720220,"DOWN","ENSG00000282097"
"ENSG00000231877","ENSG00000231877",-5.04308507949211,0.00126327564618011,-122.474923359094,24.2857142857143,0.5,238485445,238538305,"DOWN","ENSG00000231877"
"ENSG00000225129","ENSG00000225129",-3.96880205884341,0.00631919543697449,-122.654882675685,30.9047619047619,1.5,59352195,59357774,"DOWN","ENSG00000225129"
"ENSG00000123307","ENSG00000123307",-4.98022603246249,0.00234340646848074,-123.082729088001,24.7142857142857,0.5,55019974,55030017,"DOWN","NEUROD4"
"ENSG00000234423","ENSG00000234423",-4.60010852478282,0.00296368251530261,-127.050616398764,27.6190476190476,0.75,2895048,3126026,"DOWN","LINC01250"
"ENSG00000185681","ENSG00000185681",-3.55356716512196,0.00897540146041417,-127.42076549223,35.8571428571429,3,122159908,122200088,"DOWN","MORN5"
"ENSG00000231980","ENSG00000231980",-4.33417399644125,0.00280989768445955,-127.96132751398,29.5238095238095,1.25,158027373,158031128,"DOWN","ENSG00000231980"
"ENSG00000253642","ENSG00000253642",-3.75854264490276,0.00681403212177129,-129.401253917366,34.4285714285714,2.25,33604856,34039104,"DOWN","ENSG00000253642"
"ENSG00000260634","ENSG00000260634",-4.41927335841578,0.0016032868031163,-130.68422645601,29.5714285714286,1.25,127024252,127025723,"DOWN","ENSG00000260634"
"ENSG00000275678","ENSG00000275678",-4.69130363617235,0.00107241108633621,-130.686315579087,27.8571428571429,1,67121605,67123956,"DOWN","ENSG00000275678"
"ENSG00000286728","ENSG00000286728",-5.37802463223442,0.000558395783208835,-132.657940928449,24.6666666666667,0.5,45169616,45211673,"DOWN","ENSG00000286728"
"ENSG00000130368","ENSG00000130368",-3.90695289213402,0.00571005805923007,-133.394534460005,34.1428571428571,2.25,159890988,159917447,"DOWN","MAS1"
"ENSG00000259757","ENSG00000259757",-7.30250177810477,0.000168537100743205,-134.226937445164,18.3809523809524,0,2736662,2737759,"DOWN","ENSG00000259757"
"ENSG00000274002","ENSG00000274002",-3.84601470792683,0.0056026896744941,-135.15994545,35.1428571428571,2.25,23619201,23620012,"DOWN","ENSG00000274002"
"ENSG00000226690","ENSG00000226690",-7.41852223807928,0.000124365662522268,-135.652978067735,18.2857142857143,0,12469621,12542222,"DOWN","C7orf78"
"ENSG00000225760","ENSG00000225760",-3.77539872764674,0.00567520941870452,-135.914354195283,36,2.5,110965704,110990579,"DOWN","ENSG00000225760"
"ENSG00000286391","ENSG00000286391",-4.44102552617691,0.00156941041519208,-137.883268717493,31.047619047619,1.25,154564855,154567748,"DOWN","LOC107985206"
"ENSG00000184709","ENSG00000184709",-4.57942971561734,0.0016032868031163,-141.744253102442,30.952380952381,1,137168758,137170051,"DOWN","LRRC26"
"ENSG00000163377","ENSG00000163377",-3.82742327823694,0.00487613721087036,-142.161436048801,37.1428571428571,2.5,68731766,68953297,"DOWN","TAFA4"
"ENSG00000254377","ENSG00000254377",-4.52105764096112,0.00199494825181045,-145.534998347129,32.1904761904762,1.25,64373151,64383787,"DOWN","MIR124-2HG"
"ENSG00000186474","ENSG00000186474",-3.93373716654842,0.00517520227407627,-146.859520884474,37.3333333333333,2.25,51029092,51035230,"DOWN","KLK12"
"ENSG00000253477","ENSG00000253477",-4.38602033001738,0.00321317885708966,-149.960123664404,34.1904761904762,1.25,103483398,103501676,"DOWN","ENSG00000253477"
"ENSG00000174948","ENSG00000174948",-5.4124536484985,0.00048814389602066,-150.260022717839,27.7619047619048,0.5,154334943,154430190,"DOWN","GPR149"
"ENSG00000248859","ENSG00000248859",-4.62370677447528,0.000938875087414952,-151.041087966193,32.6666666666667,1.25,176743205,176743871,"DOWN","LINC01574"
"ENSG00000279798","ENSG00000279798",-4.30811385862112,0.00186330141989229,-152.014874725631,35.2857142857143,1.75,97563257,97563971,"DOWN","ENSG00000279798"
"ENSG00000180210","ENSG00000180210",-4.22952130296553,0.00291643223304175,-155.88807088073,36.8571428571429,1.75,46719196,46739506,"DOWN","F2"
"ENSG00000187905","ENSG00000187905",-3.92995897354233,0.00489226169528817,-159.256908880215,40.5238095238095,2.25,21045960,21064168,"DOWN","LRRC74B"
"ENSG00000091138","ENSG00000091138",-3.72505389782289,0.00803434388534266,-164.611905579983,44.1904761904762,2,107765467,107803225,"DOWN","SLC26A3"
"ENSG00000165164","ENSG00000165164",-3.63337920528952,0.00814687507922883,-165.405262869371,45.5238095238095,3.5,35919734,36385317,"DOWN","CFAP47"
"ENSG00000269935","ENSG00000269935",-5.52160837907754,0.000426383985760887,-167.225853766348,30.2857142857143,0.5,87600526,87602190,"DOWN","ENSG00000269935"
"ENSG00000137473","ENSG00000137473",-4.35352834175986,0.00176920934525771,-167.507185721046,38.4761904761905,1.75,146706638,146945882,"DOWN","TTC29"
"ENSG00000198681","ENSG00000198681",-7.53948103770916,9.3560775315409e-05,-168.740766082062,22.3809523809524,0,153179284,153183880,"DOWN","MAGEA1"
"ENSG00000184735","ENSG00000184735",-7.58023638996801,8.41158813255724e-05,-169.291946042619,22.3333333333333,0,22999960,23003589,"DOWN","DDX53"
"ENSG00000229797","ENSG00000229797",-6.15397664180582,0.000220878031955109,-170.8461134368,27.7619047619048,0.25,130742959,130755879,"DOWN","LOC124907890"
"ENSG00000102313","ENSG00000102313",-5.00490829320857,0.000804074759386344,-174.933461295957,34.9523809523809,1,54748918,54798255,"DOWN","ITIH6"
"ENSG00000233214","ENSG00000233214",-3.81290642738367,0.00560243024578655,-176.119963550579,46.1904761904762,3,35424062,35424652,"DOWN","ENSG00000233214"
"ENSG00000281186","ENSG00000281186",-6.19304912211158,0.000176847057655881,-176.944260631759,28.5714285714286,0.25,6774307,6779180,"DOWN","LINC00706"
"ENSG00000204614","ENSG00000204614",-6.39866893618891,0.000103912137467173,-177.639237609435,27.7619047619048,0.25,30136124,30148735,"DOWN","TRIM40"
"ENSG00000145384","ENSG00000145384",-5.0374035423135,0.000891912188501372,-177.988258495077,35.3333333333333,0.75,119317250,119322138,"DOWN","FABP2"
"ENSG00000214128","ENSG00000214128",-3.69913994151027,0.00617392001516308,-180.200960007858,48.7142857142857,3,138797952,138838101,"DOWN","TMEM213"
"ENSG00000278912","ENSG00000278912",-3.7245948924322,0.0051216443395911,-182.505149729178,49,4,23696665,23697314,"DOWN","ENSG00000278912"
"ENSG00000226258","ENSG00000226258",-5.08729243587555,0.000353647930594217,-183.627031733032,36.0952380952381,1,6631008,6805479,"DOWN","GRM7-AS3"
"ENSG00000279685","ENSG00000279685",-4.58792977393566,0.000934652562313832,-188.542066424118,41.0952380952381,1.5,45895783,45898798,"DOWN","MAPT-IT1"
"ENSG00000106631","ENSG00000106631",-4.3036288448906,0.00217564576265242,-189.154734468287,43.9523809523809,2,44138864,44141332,"DOWN","MYL7"
"ENSG00000244358","ENSG00000244358",-5.36354054910198,0.000652253669000939,-189.256359375456,35.2857142857143,0.5,145939912,145961536,"DOWN","ENSG00000244358"
"ENSG00000101180","ENSG00000101180",-4.82970398133444,0.0008171904485319,-190.658314310774,39.4761904761905,1.25,62214960,62220278,"DOWN","HRH3"
"ENSG00000183654","ENSG00000183654",-4.09417218193488,0.00291643223304175,-191.061368490295,46.6666666666667,2.75,16067139,16180762,"DOWN","MARCHF11"
"ENSG00000167754","ENSG00000167754",-4.71545713383432,0.0014622293508359,-191.312832286992,40.5714285714286,1.25,50943303,50953093,"DOWN","KLK5"
